Houston,75800.0,85000.0,95000.0,102000.0,96000.0,92000.0,103500.0,132000.0,126200.0,163000.0,190000.0,212000.0
Humphreys,86500.0,91150.0,90000.0,92750.0,110000.0,114500.0,115500.0,125000.0,149950.0,163500.0,185000.0,199750.0
Jackson,75000.0,81500.0,85000.0,84000.0,85000.0,85000.0,93600.0,92750.0,125000.0,158675.0,179900.0,163950.0
Jefferson,142000.0,134900.0,136000.0,139950.0,140000.0,149500.0,160000.0,172500.0,195223.0,235000.0,277147.5,288960.0
Johnson,93000.0,115000.0,120750.0,115000.0,140000.0,111000.0,115000.0,148500.0,150000.0,134500.0,215000.0,150000.0
Knox,175000.0,167500.0,174900.0,168475.0,179900.0,182000.0,185500.0,210000.0,234000.0,275000.0,325000.0,352835.0
Lake,40000.0,57500.0,58125.0,51900.0,51000.0,57500.0,73000.0,75000.0,70000.0,72250.0,75000.0,75000.0
Lauderdale,74750.0,71000.0,72250.0,80000.0,79900.0,82000.0,82250.0,84000.0,110000.0,120000.0,123250.0,135000.0
Lawrence,79900.0,86250.0,85000.0,92500.0,103500.0,105000.0,112000.0,125000.0,147500.0,179900.0,199900.0,210000.0
Lewis,65000.0,91500.0,105000.0,109200.0,105000.0,102000.0,125000.0,129500.0,148000.0,174500.0,195000.0,240749.5
Lincoln,92000.0,99500.0,99250.0,106575.0,112000.0,113500.0,120000.0,139000.0,153127.0,176000.0,198750.0,222000.0
Loudon,195900.0,220000.0,225400.0,222500.0,223500.0,255000.0,253500.0,279950.0,287450.0,346622.0,374715.0,468000.0
Macon,89700.0,75000.0,82000.0,88454.5,107250.0,121000.0,120000.0,130000.0,165000.0,200000.0,251000.0,239900.0
Madison,125000.0,127900.0,120000.0,124900.0,130000.0,135000.0,140000.0,146000.0,165000.0,195000.0,219900.0,237950.0
Marion,114050.0,119500.0,130000.0,142000.0,123500.0,127900.0,143000.0,150000.0,170000.0,200000.0,215000.0,244000.0
Marshall,103950.0,106000.0,108500.0,121525.0,135000.0,155000.0,158000.0,166200.0,203750.0,252000.0,300000.0,304990.0
Maury,150500.0,155000.0,159900.0,175000.0,189900.0,215765.0,235000.0,252995.0,268453.0,313995.0,385500.0,389982.5
McMinn,116950.0,105800.0,113500.0,119000.0,125500.0,125000.0,129900.0,145000.0,145000.0,167500.0,200000.0,235000.0
McNairy,77250.0,79400.0,77023.5,84750.0,80000.0,81500.0,82150.0,95400.0,99900.0,125000.0,145000.0,159950.0
Meigs,160000.0,111075.0,126500.0,159500.0,135750.0,170500.0,153500.0,191500.0,204500.0,217500.0,250000.0,265000.0
Monroe,128000.0,115000.0,121700.0,125000.0,139900.0,142500.0,147100.0,163000.0,169000.0,195400.0,239000.0,264000.0
Montgomery,160000.0,164000.0,158000.0,168000.0,174500.0,181500.0,190000.0,212500.0,229900.0,270000.0,310000.0,315000.0
Moore,125000.0,130500.0,125000.0,139000.0,165500.0,155000.0,162500.0,164450.0,169000.0,211250.0,268000.0,289000.0
Morgan,78000.0,85000.0,102850.0,91500.0,97885.5,119000.0,123000.0,115000.0,140000.0,142000.0,172500.0,190000.0
Obion,81500.0,79700.0,79000.0,80000.0,89500.0,85000.0,90000.0,97500.0,97250.0,125000.0,135500.0,138298.0
Overton,87500.0,107300.0,104000.0,109950.0,120000.0,125000.0,125000.0,139450.0,155500.0,177000.0,210000.0,215000.0
Perry,65000.0,72500.0,70750.0,58150.0,71621.0,92500.0,80000.0,95000.0,89950.0,133800.0,148000.0,160000.0
Pickett,160000.0,115000.0,100000.0,109000.0,110000.0,137000.0,140000.0,118900.0,139700.0,175000.0,239000.0,217500.0
Polk,110000.0,104407.5,144250.0,130000.0,121950.0,133700.0,127000.0,145000.0,155000.0,174000.0,216750.0,200000.0
Putnam,132000.0,136000.0,136000.0,138650.0,148500.0,168000.0,175000.0,180000.0,204000.0,240000.0,294000.0,299900.0
Rhea,123000.0,128000.0,127725.0,124865.0,135500.0,140714.0,149000.0,154750.0,184000.0,200000.0,238950.0,265000.0
Roane,132000.0,141250.0,144170.0,132500.0,145500.0,153900.0,165000.0,181290.0,199900.0,225000.0,260000.0,285000.0
Robertson,149000.0,154000.0,165000.0,164900.0,183922.0,192250.0,206000.0,230000.0,255980.0,307000.0,360000.0,355000.0
Rutherford,162500.0,162500.0,163000.0,182250.0,199000.0,230000.0,247000.0,264990.0,279900.0,335720.0,405000.0,404000.0
Scott,79500.0,68500.0,75000.0,92700.0,84749.5,95000.0,116500.0,98950.0,142000.0,155000.0,165000.0,176000.0
Sequatchie,137500.0,118000.0,125000.0,133450.0,140000.0,144000.0,139950.0,151000.0,171250.0,239000.0,220000.0,262500.0
Sevier,150900.0,153000.0,150000.0,155000.0,173000.0,177650.0,190000.0,210000.0,240000.0,296499.5,349950.0,362000.0
Shelby,169280.0,176000.0,172290.0,179000.0,187500.0,185000.0,202000.0,208000.0,233000.0,260000.0,285000.0,281000.0
Smith,92500.0,90000.0,97500.0,100000.0,122050.0,129000.0,150000.0,172000.0,178700.0,215000.0,250000.0,259000.0
Stewart,120000.0,118000.0,115000.0,119000.0,119000.0,135000.0,134750.0,115500.0,145500.0,163000.0,180000.0,210000.0
Sullivan,130000.0,133250.0,132000.0,132000.0,134000.0,132500.0,144175.0,153500.0,163000.0,180500.0,212000.0,245322.5
Sumner,183250.0,195841.5,204000.0,214480.0,232400.0,257500.0,272000.0,282000.0,307000.0,352400.0,415000.0,421415.0
Tipton,135000.0,144950.0,144900.0,139450.0,150000.0,158500.0,168000.0,179100.0,190000.0,225000.0,259130.0,262000.0
Trousdale,102500.0,121250.0,109900.0,124500.0,143500.0,155000.0,180450.0,207480.0,211250.0,269900.0,310000.0,334900.0
Unicoi,119000.0,114000.0,123500.0,119250.0,125000.0,116500.0,125000.0,141000.0,149000.0,165000.0,188000.0,215000.0
Union,111750.0,119000.0,130000.0,123000.0,139450.0,139700.0,144900.0,152950.0,185000.0,208000.0,268450.0,280000.0
Van Buren,94750.0,135000.0,89500.0,112450.0,114750.0,126500.0,101000.0,145000.0,139900.0,180000.0,218000.0,220550.0
Warren,85000.0,88000.0,93900.0,85000.0,100000.0,109693.0,117900.0,137000.0,155000.0,189900.0,225000.0,235000.0
Washington,159000.0,161500.0,156200.0,157000.0,163200.0,167000.0,175000.0,179850.0,198000.0,230000.0,270000.0,300000.0
Wayne,71000.0,71000.0,65000.0,70000.0,74100.0,58000.0,73000.0,72500.0,85000.0,110000.0,120000.0,130000.0
Weakley,86900.0,79000.0,88000.0,81750.0,89000.0,90000.0,89950.0,90000.0,120000.0,128000.0,145000.0,150000.0
White,90750.0,95500.0,101175.0,109000.0,106000.0,124500.0,127629.0,145000.0,150000.0,189000.0,231800.0,240000.0
Williamson,334899.0,355000.0,370218.5,390000.0,419000.0,445000.0,477055.0,500000.0,529355.0,665000.0,835000.0,849250.0
Wilson,206000.0,227000.0,234000.0,241000.0,254950.0,289900.0,309999.0,324062.5,348000.0,400000.0,438000.0,461526.5
,,,,,,,,,,,,
