COUNTY,WEEK_END_DATE,TOTAL_CASES,TOTAL_DEATHS,TOTAL_HOSP,Year
Henderson,2021-07-10,3892,78,101,2021
Henry,2021-07-10,3437,75,144,2021
Hickman,2021-07-10,2905,46,103,2021
Houston,2021-07-10,1122,34,56,2021
Humphreys,2021-07-10,1964,32,90,2021
Jackson,2021-07-10,1381,36,72,2021
Jefferson,2021-07-10,6360,126,202,2021
Johnson,2021-07-10,2449,39,86,2021
Knox,2021-07-10,51992,645,1469,2021
Lake,2021-07-10,1723,30,39,2021
Lauderdale,2021-07-10,3287,49,110,2021
Lawrence,2021-07-10,6124,95,264,2021
Lewis,2021-07-10,1634,26,68,2021
Lincoln,2021-07-10,4425,67,144,2021
Loudon,2021-07-10,6352,71,159,2021
Macon,2021-07-10,3676,77,176,2021
Madison,2021-07-10,11635,243,377,2021
Marion,2021-07-10,3272,49,150,2021
Marshall,2021-07-10,4381,62,158,2021
Maury,2021-07-10,13827,177,468,2021
McMinn,2021-07-10,6668,104,219,2021
McNairy,2021-07-10,2883,56,82,2021
Meigs,2021-07-10,1437,24,64,2021
Monroe,2021-07-10,6002,97,234,2021
Montgomery,2021-07-10,21171,234,407,2021
Moore,2021-07-10,1031,17,21,2021
Morgan,2021-07-10,2566,37,48,2021
Obion,2021-07-10,4640,96,170,2021
Overton,2021-07-10,3115,62,138,2021
Perry,2021-07-10,1079,29,38,2021
Pickett,2021-07-10,779,23,60,2021
Polk,2021-07-10,2119,24,105,2021
Putnam,2021-07-10,11879,179,435,2021
Rhea,2021-07-10,4389,82,116,2021
Roane,2021-07-10,6386,109,165,2021
Robertson,2021-07-10,10272,141,535,2021
Rutherford,2021-07-10,43832,446,1037,2021
Scott,2021-07-10,3230,48,75,2021
Sequatchie,2021-07-10,1767,29,58,2021
Sevier,2021-07-10,13661,178,308,2021
Shelby,2021-07-10,99752,1695,5741,2021
Smith,2021-07-10,2823,40,94,2021
Stewart,2021-07-10,1384,28,44,2021
Sullivan,2021-07-10,17416,311,1027,2021
Sumner,2021-07-10,24670,355,1072,2021
Tipton,2021-07-10,7518,103,293,2021
Trousdale,2021-07-10,2541,21,63,2021
Unicoi,2021-07-10,2077,50,115,2021
Union,2021-07-10,1959,33,59,2021
Van Buren,2021-07-10,875,23,38,2021
Warren,2021-07-10,5616,84,127,2021
Washington,2021-07-10,14885,253,595,2021
Wayne,2021-07-10,3020,36,93,2021
Weakley,2021-07-10,4250,68,106,2021
White,2021-07-10,3797,74,180,2021
Williamson,2021-07-10,28869,218,534,2021
Wilson,2021-07-10,19629,250,583,2021
Unknown,2021-07-10,28502,181,563,2021
Anderson,2021-07-03,8829,175,232,2021
Bedford,2021-07-03,6759,132,206,2021
Benton,2021-07-03,1694,41,67,2021
Bledsoe,2021-07-03,2238,11,51,2021
Blount,2021-07-03,15975,198,502,2021
Bradley,2021-07-03,15336,153,744,2021
Campbell,2021-07-03,4192,61,127,2021
Cannon,2021-07-03,1939,32,70,2021
Carroll,2021-07-03,3713,80,131,2021
Carter,2021-07-03,6773,159,340,2021
Cheatham,2021-07-03,4684,56,138,2021
Chester,2021-07-03,2216,51,49,2021
Claiborne,2021-07-03,3238,73,97,2021
Clay,2021-07-03,1120,30,51,2021
Cocke,2021-07-03,4532,99,128,2021
Coffee,2021-07-03,6996,122,203,2021
Crockett,2021-07-03,2060,47,36,2021
Cumberland,2021-07-03,6888,139,210,2021
Davidson,2021-07-03,90471,948,2719,2021
Decatur,2021-07-03,1620,39,61,2021
Dekalb,2021-07-03,2888,56,95,2021
Dickson,2021-07-03,7129,112,244,2021
Dyer,2021-07-03,5530,107,140,2021
Fayette,2021-07-03,5231,82,243,2021
Fentress,2021-07-03,2534,49,113,2021
Franklin,2021-07-03,5234,91,131,2021
Gibson,2021-07-03,6701,148,147,2021
Giles,2021-07-03,4046,97,167,2021
Grainger,2021-07-03,2681,50,79,2021
Greene,2021-07-03,8041,158,304,2021
Grundy,2021-07-03,1813,35,77,2021
Hamblen,2021-07-03,8690,174,274,2021
Hamilton,2021-07-03,45400,506,1482,2021
Hancock,2021-07-03,622,13,28,2021
Hardeman,2021-07-03,3544,64,130,2021
Hardin,2021-07-03,3618,68,105,2021
Hawkins,2021-07-03,6331,112,239,2021
Haywood,2021-07-03,2713,62,90,2021
Henderson,2021-07-03,3887,78,101,2021
Henry,2021-07-03,3407,75,142,2021
Hickman,2021-07-03,2900,46,103,2021
Houston,2021-07-03,1122,34,56,2021
Humphreys,2021-07-03,1954,32,89,2021
Jackson,2021-07-03,1380,36,72,2021
Jefferson,2021-07-03,6343,126,201,2021
Johnson,2021-07-03,2441,39,85,2021
Knox,2021-07-03,51867,644,1462,2021
Lake,2021-07-03,1723,30,39,2021
Lauderdale,2021-07-03,3283,49,109,2021
Lawrence,2021-07-03,6117,94,263,2021
Lewis,2021-07-03,1632,26,67,2021
Lincoln,2021-07-03,4421,67,144,2021
Loudon,2021-07-03,6343,71,157,2021
Macon,2021-07-03,3671,77,176,2021
Madison,2021-07-03,11611,243,376,2021
Marion,2021-07-03,3263,49,149,2021
Marshall,2021-07-03,4357,61,156,2021
Maury,2021-07-03,13796,177,465,2021
McMinn,2021-07-03,6657,103,219,2021
McNairy,2021-07-03,2880,55,82,2021
Meigs,2021-07-03,1434,24,64,2021
Monroe,2021-07-03,5997,97,234,2021
Montgomery,2021-07-03,21117,233,405,2021
Moore,2021-07-03,1031,17,21,2021
Morgan,2021-07-03,2558,37,47,2021
Obion,2021-07-03,4634,96,170,2021
Overton,2021-07-03,3114,62,138,2021
Perry,2021-07-03,1079,29,38,2021
Pickett,2021-07-03,779,23,60,2021
Polk,2021-07-03,2115,24,105,2021
Putnam,2021-07-03,11876,178,435,2021
Rhea,2021-07-03,4384,82,116,2021
Roane,2021-07-03,6380,108,165,2021
Robertson,2021-07-03,10231,141,533,2021
Rutherford,2021-07-03,43731,445,1037,2021
Scott,2021-07-03,3228,48,75,2021
Sequatchie,2021-07-03,1762,29,58,2021
Sevier,2021-07-03,13600,177,307,2021
Shelby,2021-07-03,99016,1692,5696,2021
Smith,2021-07-03,2820,40,94,2021
Stewart,2021-07-03,1380,28,44,2021
Sullivan,2021-07-03,17382,310,1027,2021
Sumner,2021-07-03,24527,355,1065,2021
Tipton,2021-07-03,7480,103,291,2021
Trousdale,2021-07-03,2536,21,62,2021
Unicoi,2021-07-03,2071,50,115,2021
Union,2021-07-03,1955,33,59,2021
Van Buren,2021-07-03,875,23,38,2021
Warren,2021-07-03,5609,84,126,2021
Washington,2021-07-03,14856,253,593,2021
Wayne,2021-07-03,3017,36,93,2021
Weakley,2021-07-03,4244,68,105,2021
White,2021-07-03,3797,73,180,2021
Williamson,2021-07-03,28790,217,532,2021
Wilson,2021-07-03,19573,250,579,2021
Unknown,2021-07-03,28400,181,556,2021
Anderson,2021-06-26,8824,175,232,2021
Bedford,2021-06-26,6747,131,206,2021
Benton,2021-06-26,1692,41,67,2021
Bledsoe,2021-06-26,2224,11,50,2021
Blount,2021-06-26,15938,197,502,2021
Bradley,2021-06-26,15296,150,742,2021
Campbell,2021-06-26,4191,61,127,2021
Cannon,2021-06-26,1937,32,70,2021
Carroll,2021-06-26,3706,80,131,2021
Carter,2021-06-26,6760,159,338,2021
Cheatham,2021-06-26,4677,56,138,2021
Chester,2021-06-26,2209,51,49,2021
Claiborne,2021-06-26,3230,73,97,2021
Clay,2021-06-26,1119,30,51,2021
Cocke,2021-06-26,4531,99,128,2021
Coffee,2021-06-26,6984,122,203,2021
Crockett,2021-06-26,2058,47,36,2021
Cumberland,2021-06-26,6887,139,209,2021
Davidson,2021-06-26,90321,946,2713,2021
Decatur,2021-06-26,1620,39,61,2021
Dekalb,2021-06-26,2887,56,95,2021
Dickson,2021-06-26,7117,112,244,2021
Dyer,2021-06-26,5525,107,140,2021
Fayette,2021-06-26,5209,84,243,2021
Fentress,2021-06-26,2530,49,113,2021
Franklin,2021-06-26,5227,91,131,2021
Gibson,2021-06-26,6681,147,147,2021
Giles,2021-06-26,4040,97,167,2021
Grainger,2021-06-26,2674,50,78,2021
Greene,2021-06-26,8025,158,303,2021
Grundy,2021-06-26,1813,35,77,2021
Hamblen,2021-06-26,8680,173,274,2021
Hamilton,2021-06-26,45294,505,1477,2021
Hancock,2021-06-26,622,13,28,2021
Hardeman,2021-06-26,3538,64,130,2021
Hardin,2021-06-26,3612,68,105,2021
Hawkins,2021-06-26,6319,111,239,2021
Haywood,2021-06-26,2713,62,90,2021
Henderson,2021-06-26,3886,78,100,2021
Henry,2021-06-26,3402,74,142,2021
Hickman,2021-06-26,2897,46,103,2021
Houston,2021-06-26,1120,34,55,2021
Humphreys,2021-06-26,1951,32,89,2021
Jackson,2021-06-26,1378,36,72,2021
Jefferson,2021-06-26,6333,126,201,2021
Johnson,2021-06-26,2440,39,85,2021
Knox,2021-06-26,51770,646,1459,2021
Lake,2021-06-26,1723,30,39,2021
Lauderdale,2021-06-26,3282,49,109,2021
Lawrence,2021-06-26,6109,94,263,2021
Lewis,2021-06-26,1628,26,67,2021
Lincoln,2021-06-26,4409,67,144,2021
Loudon,2021-06-26,6336,71,157,2021
Macon,2021-06-26,3668,77,176,2021
Madison,2021-06-26,11584,242,374,2021
Marion,2021-06-26,3244,49,149,2021
Marshall,2021-06-26,4331,61,155,2021
Maury,2021-06-26,13776,177,465,2021
McMinn,2021-06-26,6647,103,219,2021
McNairy,2021-06-26,2874,55,82,2021
Meigs,2021-06-26,1434,24,64,2021
Monroe,2021-06-26,5989,96,233,2021
Montgomery,2021-06-26,21052,232,404,2021
Moore,2021-06-26,1030,17,21,2021
Morgan,2021-06-26,2556,37,47,2021
Obion,2021-06-26,4632,96,169,2021
Overton,2021-06-26,3112,62,138,2021
Perry,2021-06-26,1074,29,37,2021
Pickett,2021-06-26,779,23,60,2021
Polk,2021-06-26,2112,24,105,2021
Putnam,2021-06-26,11872,178,435,2021
Rhea,2021-06-26,4376,82,114,2021
Roane,2021-06-26,6375,107,165,2021
Robertson,2021-06-26,10198,141,531,2021
Rutherford,2021-06-26,43668,443,1035,2021
Scott,2021-06-26,3225,48,75,2021
Sequatchie,2021-06-26,1755,29,58,2021
Sevier,2021-06-26,13578,176,306,2021
Shelby,2021-06-26,98589,1670,5670,2021
Smith,2021-06-26,2820,40,94,2021
Stewart,2021-06-26,1373,28,44,2021
Sullivan,2021-06-26,17344,309,1022,2021
Sumner,2021-06-26,24458,352,1059,2021
Tipton,2021-06-26,7464,104,291,2021
Trousdale,2021-06-26,2536,21,62,2021
Unicoi,2021-06-26,2069,50,115,2021
Union,2021-06-26,1954,33,59,2021
Van Buren,2021-06-26,873,23,38,2021
Warren,2021-06-26,5606,84,126,2021
Washington,2021-06-26,14839,251,593,2021
Wayne,2021-06-26,3005,36,93,2021
Weakley,2021-06-26,4238,68,105,2021
White,2021-06-26,3796,73,180,2021
Williamson,2021-06-26,28736,217,528,2021
Wilson,2021-06-26,19542,250,579,2021
Unknown,2021-06-26,28341,200,550,2021
Anderson,2021-06-19,8816,175,231,2021
Bedford,2021-06-19,6734,131,205,2021
Benton,2021-06-19,1691,41,67,2021
Bledsoe,2021-06-19,2220,11,50,2021
Blount,2021-06-19,15895,196,501,2021
Bradley,2021-06-19,15268,150,739,2021
Campbell,2021-06-19,4188,61,127,2021
Cannon,2021-06-19,1937,32,70,2021
Carroll,2021-06-19,3699,80,130,2021
Carter,2021-06-19,6746,158,337,2021
Cheatham,2021-06-19,4676,56,138,2021
Chester,2021-06-19,2205,51,49,2021
Claiborne,2021-06-19,3229,73,97,2021
Clay,2021-06-19,1119,30,51,2021
Cocke,2021-06-19,4529,99,127,2021
Coffee,2021-06-19,6981,122,203,2021
Crockett,2021-06-19,2055,47,36,2021
Cumberland,2021-06-19,6883,139,209,2021
Davidson,2021-06-19,90205,944,2709,2021
Decatur,2021-06-19,1618,39,61,2021
Dekalb,2021-06-19,2885,56,95,2021
Dickson,2021-06-19,7105,112,242,2021
Dyer,2021-06-19,5517,107,138,2021
Fayette,2021-06-19,5200,82,243,2021
Fentress,2021-06-19,2530,49,113,2021
Franklin,2021-06-19,5226,91,131,2021
Gibson,2021-06-19,6676,147,147,2021
Giles,2021-06-19,4039,97,167,2021
Grainger,2021-06-19,2668,50,78,2021
Greene,2021-06-19,8006,158,302,2021
Grundy,2021-06-19,1808,35,77,2021
Hamblen,2021-06-19,8668,173,273,2021
Hamilton,2021-06-19,45222,503,1475,2021
Hancock,2021-06-19,622,13,28,2021
Hardeman,2021-06-19,3536,64,130,2021
Hardin,2021-06-19,3609,68,105,2021
Hawkins,2021-06-19,6312,111,239,2021
Haywood,2021-06-19,2713,62,90,2021
Henderson,2021-06-19,3884,77,100,2021
Henry,2021-06-19,3394,74,141,2021
Hickman,2021-06-19,2896,46,103,2021
Houston,2021-06-19,1118,34,55,2021
Humphreys,2021-06-19,1950,31,88,2021
Jackson,2021-06-19,1378,36,72,2021
Jefferson,2021-06-19,6324,125,199,2021
Johnson,2021-06-19,2433,39,85,2021
Knox,2021-06-19,51701,642,1456,2021
Lake,2021-06-19,1722,29,39,2021
Lauderdale,2021-06-19,3280,49,109,2021
Lawrence,2021-06-19,6104,93,261,2021
Lewis,2021-06-19,1626,26,67,2021
Lincoln,2021-06-19,4404,67,144,2021
Loudon,2021-06-19,6329,71,157,2021
Macon,2021-06-19,3667,77,176,2021
Madison,2021-06-19,11562,241,374,2021
Marion,2021-06-19,3222,48,149,2021
Marshall,2021-06-19,4324,61,154,2021
Maury,2021-06-19,13764,177,464,2021
McMinn,2021-06-19,6640,102,217,2021
McNairy,2021-06-19,2862,55,80,2021
Meigs,2021-06-19,1432,24,64,2021
Monroe,2021-06-19,5978,96,232,2021
Montgomery,2021-06-19,20994,232,403,2021
Moore,2021-06-19,1030,17,21,2021
Morgan,2021-06-19,2552,37,46,2021
Obion,2021-06-19,4629,96,169,2021
Overton,2021-06-19,3107,62,137,2021
Perry,2021-06-19,1074,29,37,2021
Pickett,2021-06-19,778,23,60,2021
Polk,2021-06-19,2111,23,104,2021
Putnam,2021-06-19,11858,178,433,2021
Rhea,2021-06-19,4373,82,114,2021
Roane,2021-06-19,6372,107,165,2021
Robertson,2021-06-19,10189,140,530,2021
Rutherford,2021-06-19,43634,441,1033,2021
Scott,2021-06-19,3225,48,75,2021
Sequatchie,2021-06-19,1751,29,58,2021
Sevier,2021-06-19,13537,175,305,2021
Shelby,2021-06-19,98337,1672,5646,2021
Smith,2021-06-19,2817,40,94,2021
Stewart,2021-06-19,1366,28,44,2021
Sullivan,2021-06-19,17325,303,1019,2021
Sumner,2021-06-19,24432,352,1058,2021
Tipton,2021-06-19,7455,103,291,2021
Trousdale,2021-06-19,2534,21,62,2021
Unicoi,2021-06-19,2065,50,115,2021
Union,2021-06-19,1951,33,59,2021
Van Buren,2021-06-19,872,23,38,2021
Warren,2021-06-19,5604,84,126,2021
Washington,2021-06-19,14822,251,591,2021
Wayne,2021-06-19,3005,36,93,2021
Weakley,2021-06-19,4234,68,105,2021
White,2021-06-19,3794,73,180,2021
Williamson,2021-06-19,28696,217,527,2021
Wilson,2021-06-19,19517,248,577,2021
Unknown,2021-06-19,28305,200,546,2021
Anderson,2021-06-12,8810,175,231,2021
Bedford,2021-06-12,6724,131,204,2021
Benton,2021-06-12,1688,41,65,2021
Bledsoe,2021-06-12,2215,11,50,2021
Blount,2021-06-12,15872,196,501,2021
Bradley,2021-06-12,15256,151,735,2021
Campbell,2021-06-12,4183,61,127,2021
Cannon,2021-06-12,1937,32,70,2021
Carroll,2021-06-12,3697,80,130,2021
Carter,2021-06-12,6735,158,337,2021
Cheatham,2021-06-12,4669,56,138,2021
Chester,2021-06-12,2203,51,49,2021
Claiborne,2021-06-12,3228,73,97,2021
Clay,2021-06-12,1118,30,51,2021
Cocke,2021-06-12,4524,99,126,2021
Coffee,2021-06-12,6977,122,203,2021
Crockett,2021-06-12,2054,47,36,2021
Cumberland,2021-06-12,6879,139,209,2021
Davidson,2021-06-12,90079,943,2704,2021
Decatur,2021-06-12,1618,39,61,2021
Dekalb,2021-06-12,2875,56,95,2021
Dickson,2021-06-12,7092,112,242,2021
Dyer,2021-06-12,5513,107,138,2021
Fayette,2021-06-12,5183,85,243,2021
Fentress,2021-06-12,2528,49,112,2021
Franklin,2021-06-12,5224,91,131,2021
Gibson,2021-06-12,6670,147,146,2021
Giles,2021-06-12,4037,97,167,2021
Grainger,2021-06-12,2665,50,78,2021
Greene,2021-06-12,7986,158,300,2021
Grundy,2021-06-12,1807,35,76,2021
Hamblen,2021-06-12,8666,173,273,2021
Hamilton,2021-06-12,45142,502,1471,2021
Hancock,2021-06-12,621,13,28,2021
Hardeman,2021-06-12,3535,64,130,2021
Hardin,2021-06-12,3607,68,105,2021
Hawkins,2021-06-12,6307,111,239,2021
Haywood,2021-06-12,2713,62,90,2021
Henderson,2021-06-12,3880,77,100,2021
Henry,2021-06-12,3382,74,140,2021
Hickman,2021-06-12,2889,46,103,2021
Houston,2021-06-12,1117,34,55,2021
Humphreys,2021-06-12,1945,30,88,2021
Jackson,2021-06-12,1375,36,71,2021
Jefferson,2021-06-12,6317,125,199,2021
Johnson,2021-06-12,2427,39,84,2021
Knox,2021-06-12,51651,639,1455,2021
Lake,2021-06-12,1719,29,39,2021
Lauderdale,2021-06-12,3277,47,108,2021
Lawrence,2021-06-12,6101,93,261,2021
Lewis,2021-06-12,1625,26,67,2021
Lincoln,2021-06-12,4393,67,143,2021
Loudon,2021-06-12,6318,71,156,2021
Macon,2021-06-12,3665,77,176,2021
Madison,2021-06-12,11526,241,374,2021
Marion,2021-06-12,3219,48,149,2021
Marshall,2021-06-12,4317,60,154,2021
Maury,2021-06-12,13744,177,462,2021
McMinn,2021-06-12,6633,102,215,2021
McNairy,2021-06-12,2853,55,79,2021
Meigs,2021-06-12,1429,24,64,2021
Monroe,2021-06-12,5975,95,232,2021
Montgomery,2021-06-12,20942,231,403,2021
Moore,2021-06-12,1030,17,21,2021
Morgan,2021-06-12,2549,37,46,2021
Obion,2021-06-12,4623,95,168,2021
Overton,2021-06-12,3106,62,137,2021
Perry,2021-06-12,1073,29,37,2021
Pickett,2021-06-12,777,23,60,2021
Polk,2021-06-12,2103,23,104,2021
Putnam,2021-06-12,11847,178,432,2021
Rhea,2021-06-12,4371,79,114,2021
Roane,2021-06-12,6364,105,163,2021
Robertson,2021-06-12,10177,137,529,2021
Rutherford,2021-06-12,43583,442,1032,2021
Scott,2021-06-12,3224,48,75,2021
Sequatchie,2021-06-12,1746,29,57,2021
Sevier,2021-06-12,13516,176,305,2021
Shelby,2021-06-12,98009,1664,5633,2021
Smith,2021-06-12,2815,40,94,2021
Stewart,2021-06-12,1359,28,43,2021
Sullivan,2021-06-12,17294,303,1016,2021
Sumner,2021-06-12,24392,351,1056,2021
Tipton,2021-06-12,7444,104,290,2021
Trousdale,2021-06-12,2532,21,62,2021
Unicoi,2021-06-12,2061,50,115,2021
Union,2021-06-12,1950,33,59,2021
Van Buren,2021-06-12,872,23,38,2021
Warren,2021-06-12,5596,84,125,2021
Washington,2021-06-12,14803,250,586,2021
Wayne,2021-06-12,3005,36,93,2021
Weakley,2021-06-12,4231,67,105,2021
White,2021-06-12,3791,73,180,2021
Williamson,2021-06-12,28667,218,526,2021
Wilson,2021-06-12,19489,247,576,2021
Unknown,2021-06-12,28270,199,546,2021
Anderson,2021-06-05,8802,172,230,2021
Bedford,2021-06-05,6715,130,204,2021
Benton,2021-06-05,1686,42,65,2021
Bledsoe,2021-06-05,2214,11,50,2021
Blount,2021-06-05,15849,196,498,2021
Bradley,2021-06-05,15228,151,734,2021
Campbell,2021-06-05,4180,62,127,2021
Cannon,2021-06-05,1937,32,70,2021
Carroll,2021-06-05,3692,80,129,2021
Carter,2021-06-05,6722,159,334,2021
Cheatham,2021-06-05,4663,56,137,2021
Chester,2021-06-05,2201,51,49,2021
Claiborne,2021-06-05,3222,73,96,2021
Clay,2021-06-05,1118,30,51,2021
Cocke,2021-06-05,4521,99,126,2021
Coffee,2021-06-05,6972,124,203,2021
Crockett,2021-06-05,2053,46,36,2021
Cumberland,2021-06-05,6870,137,209,2021
Davidson,2021-06-05,89940,948,2692,2021
Decatur,2021-06-05,1617,39,60,2021
Dekalb,2021-06-05,2873,54,95,2021
Dickson,2021-06-05,7059,112,240,2021
Dyer,2021-06-05,5500,107,138,2021
Fayette,2021-06-05,5179,83,243,2021
Fentress,2021-06-05,2527,48,112,2021
Franklin,2021-06-05,5217,90,131,2021
Gibson,2021-06-05,6652,145,143,2021
Giles,2021-06-05,4037,98,167,2021
Grainger,2021-06-05,2663,49,78,2021
Greene,2021-06-05,7972,158,300,2021
Grundy,2021-06-05,1807,35,76,2021
Hamblen,2021-06-05,8663,174,273,2021
Hamilton,2021-06-05,45068,500,1468,2021
Hancock,2021-06-05,621,12,28,2021
Hardeman,2021-06-05,3529,65,130,2021
Hardin,2021-06-05,3601,67,104,2021
Hawkins,2021-06-05,6297,111,239,2021
Haywood,2021-06-05,2709,62,90,2021
Henderson,2021-06-05,3875,76,100,2021
Henry,2021-06-05,3367,75,138,2021
Hickman,2021-06-05,2882,45,102,2021
Houston,2021-06-05,1116,33,55,2021
Humphreys,2021-06-05,1939,28,88,2021
Jackson,2021-06-05,1373,35,71,2021
Jefferson,2021-06-05,6309,125,199,2021
Johnson,2021-06-05,2425,39,84,2021
Knox,2021-06-05,51608,637,1453,2021
Lake,2021-06-05,1715,26,36,2021
Lauderdale,2021-06-05,3270,47,106,2021
Lawrence,2021-06-05,6091,92,259,2021
Lewis,2021-06-05,1624,26,67,2021
Lincoln,2021-06-05,4390,67,143,2021
Loudon,2021-06-05,6309,70,156,2021
Macon,2021-06-05,3659,77,175,2021
Madison,2021-06-05,11488,241,373,2021
Marion,2021-06-05,3206,47,147,2021
Marshall,2021-06-05,4310,59,154,2021
Maury,2021-06-05,13733,174,462,2021
McMinn,2021-06-05,6628,101,215,2021
McNairy,2021-06-05,2845,54,79,2021
Meigs,2021-06-05,1425,25,63,2021
Monroe,2021-06-05,5964,97,229,2021
Montgomery,2021-06-05,20881,228,401,2021
Moore,2021-06-05,1030,17,21,2021
Morgan,2021-06-05,2547,39,46,2021
Obion,2021-06-05,4619,95,168,2021
Overton,2021-06-05,3099,61,137,2021
Perry,2021-06-05,1073,28,37,2021
Pickett,2021-06-05,776,23,60,2021
Polk,2021-06-05,2099,25,104,2021
Putnam,2021-06-05,11834,177,432,2021
Rhea,2021-06-05,4368,74,114,2021
Roane,2021-06-05,6353,105,163,2021
Robertson,2021-06-05,10157,132,526,2021
Rutherford,2021-06-05,43494,439,1025,2021
Scott,2021-06-05,3220,45,75,2021
Sequatchie,2021-06-05,1741,29,57,2021
Sevier,2021-06-05,13496,175,302,2021
Shelby,2021-06-05,97721,1665,5606,2021
Smith,2021-06-05,2813,40,94,2021
Stewart,2021-06-05,1356,28,43,2021
Sullivan,2021-06-05,17243,303,1014,2021
Sumner,2021-06-05,24352,351,1054,2021
Tipton,2021-06-05,7431,104,289,2021
Trousdale,2021-06-05,2527,22,62,2021
Unicoi,2021-06-05,2060,49,115,2021
Union,2021-06-05,1948,33,59,2021
Van Buren,2021-06-05,871,23,38,2021
Warren,2021-06-05,5594,83,124,2021
Washington,2021-06-05,14784,250,583,2021
Wayne,2021-06-05,3005,34,93,2021
Weakley,2021-06-05,4208,66,104,2021
White,2021-06-05,3784,74,180,2021
Williamson,2021-06-05,28618,217,524,2021
Wilson,2021-06-05,19458,241,573,2021
Unknown,2021-06-05,28218,233,544,2021
Anderson,2021-05-29,8785,172,229,2021
Bedford,2021-05-29,6710,129,204,2021
Benton,2021-05-29,1680,41,64,2021
Bledsoe,2021-05-29,2211,11,50,2021
Blount,2021-05-29,15827,196,497,2021
Bradley,2021-05-29,15187,151,723,2021
Campbell,2021-05-29,4177,62,127,2021
Cannon,2021-05-29,1936,32,70,2021
Carroll,2021-05-29,3690,80,129,2021
Carter,2021-05-29,6706,158,331,2021
Cheatham,2021-05-29,4659,56,137,2021
Chester,2021-05-29,2198,51,49,2021
Claiborne,2021-05-29,3218,73,95,2021
Clay,2021-05-29,1118,30,51,2021
Cocke,2021-05-29,4516,99,126,2021
Coffee,2021-05-29,6968,124,203,2021
Crockett,2021-05-29,2050,46,36,2021
Cumberland,2021-05-29,6853,137,208,2021
Davidson,2021-05-29,89741,946,2680,2021
Decatur,2021-05-29,1617,39,60,2021
Dekalb,2021-05-29,2867,54,95,2021
Dickson,2021-05-29,7045,112,240,2021
Dyer,2021-05-29,5491,106,137,2021
Fayette,2021-05-29,5161,82,243,2021
Fentress,2021-05-29,2526,48,112,2021
Franklin,2021-05-29,5211,89,130,2021
Gibson,2021-05-29,6637,145,141,2021
Giles,2021-05-29,4030,98,166,2021
Grainger,2021-05-29,2659,49,77,2021
Greene,2021-05-29,7955,157,297,2021
Grundy,2021-05-29,1804,35,76,2021
Hamblen,2021-05-29,8656,174,272,2021
Hamilton,2021-05-29,44956,497,1462,2021
Hancock,2021-05-29,621,12,28,2021
Hardeman,2021-05-29,3524,65,130,2021
Hardin,2021-05-29,3594,67,103,2021
Hawkins,2021-05-29,6272,109,238,2021
Haywood,2021-05-29,2706,62,90,2021
Henderson,2021-05-29,3865,76,98,2021
Henry,2021-05-29,3348,75,136,2021
Hickman,2021-05-29,2875,45,102,2021
Houston,2021-05-29,1112,33,55,2021
Humphreys,2021-05-29,1915,28,88,2021
Jackson,2021-05-29,1369,35,71,2021
Jefferson,2021-05-29,6302,125,199,2021
Johnson,2021-05-29,2424,39,84,2021
Knox,2021-05-29,51537,636,1451,2021
Lake,2021-05-29,1707,26,34,2021
Lauderdale,2021-05-29,3266,46,106,2021
Lawrence,2021-05-29,6069,92,257,2021
Lewis,2021-05-29,1623,26,67,2021
Lincoln,2021-05-29,4390,66,143,2021
Loudon,2021-05-29,6300,70,156,2021
Macon,2021-05-29,3654,77,175,2021
Madison,2021-05-29,11422,240,371,2021
Marion,2021-05-29,3194,47,146,2021
Marshall,2021-05-29,4300,58,153,2021
Maury,2021-05-29,13716,173,461,2021
McMinn,2021-05-29,6614,101,215,2021
McNairy,2021-05-29,2842,54,79,2021
Meigs,2021-05-29,1416,25,63,2021
Monroe,2021-05-29,5942,97,227,2021
Montgomery,2021-05-29,20817,227,399,2021
Moore,2021-05-29,1029,17,21,2021
Morgan,2021-05-29,2546,39,46,2021
Obion,2021-05-29,4603,95,167,2021
Overton,2021-05-29,3098,61,137,2021
Perry,2021-05-29,1073,28,37,2021
Pickett,2021-05-29,775,23,59,2021
Polk,2021-05-29,2096,25,103,2021
Putnam,2021-05-29,11810,177,430,2021
Rhea,2021-05-29,4364,75,114,2021
Roane,2021-05-29,6343,105,158,2021
Robertson,2021-05-29,10138,132,523,2021
Rutherford,2021-05-29,43422,438,1022,2021
Scott,2021-05-29,3215,45,75,2021
Sequatchie,2021-05-29,1739,29,57,2021
